Word-sentence,count
Hacker-Angriff auf Verlagsgruppe in München: Daten im Darknet? | Exxpress,1
Clorox says certain business operations disrupted in cyber attack | Reuters,1
Prince George's County Public Schools impacted by cyberattack,1
"Cleveland City Schools responds to ransomware attack, ensures data security and learning continuity | Local News | local3news.com",1
"Reggio Emilia, attacco hacker ai computer della Bonifica",1
Attacco hacker a Poste Italiane: riscatto o pubblicazione dati,1
Cyberattaques : la mairie de Sartrouville paralysée par des hackers - Le Parisien,1
EOL Cyber Incident and Update,1
Al data forsvundet i ransomware-angreb - Chili Klaus har mistet alt | Indland | DR,1
Cyber-Abwehr aktiv - Hacker richten mysteriöse Lösegeldforderung an A1 | krone.at,1
"Kansai Nerolac reports ransomware indicent on Sunday, financial impact undisclosed",1
Potential cyberattack throughout Singing River Health System,1
Spitalul Sf. Treime din capitală sub atac cibernetic. Ceban: Cer directorului instituției să verifice dacă datele personale ale pacienților sunt în siguranță | Politic | UNIMEDIA,1
Le CPAS de Charleroi subit une attaque informatique: tout le système est bloqué...,1
St Helens Council hit by suspected Ransomware cyber attack | St Helens Star,1
Carbon hit with cyber attack - Times News Online,1
Hackers who targeted company which makes warrant cards for Met Police thought to be overseas | The Sun,1
Stadtbibliothek Weißwasser: Bis auf Weiteres geschlossen - wer hat die Bibliothek lahmgelegt? | Lausitzer Rundschau,1
Dutch IT Channel - Leaseweb lijkt getroffen door cyberaanval,1
Ransomware-Attacke auf Hochschule Luzern,1
Cyberaanval op Heuschen & Schrouff | ZO-NWS,1
Hackerangriff auf Förderschule in Lemgo - Kommunikation noch lahmgelegt | Radio Lippe,1
TissuPath hack: patient data possibly exposed in cyber-attack on Melbourne pathology clinic,1
Angriff durch Hacker in Neumünster: SWN fahren die Systeme runter | SHZ,1
HTL Mödling - Cyberangriff: „Das war von langer Hand vorbereitet“ - NÖN.at,1
"Massive ransomware attack on state email domain | Print Edition - The Sunday Times, Sri Lanka",1
Developing: Hospital Sisters Health System and Prevea Health hit by cyberattack,1
University of Michigan shuts down network after cyberattack,1
"Le scarpe di Ganna sotto attacco hacker. Northwave paralizzata, lavoratori a casa - Tribuna di Treviso",1
Chambersburg Area School District hit by ransomware attack | ABC27,1
Coffee Meets Bagel says recent outage caused by destructive cyberattack,1
Caesars Entertainment Paid Millions in Ransom in Recent Attack - BNN Bloomberg,1
Kendrion getroffen door cyberaanval,1
Hakkeroidulta Tena-kuljetusyhtiöltä on voitu varastaa kymmenientuhansien ihmisten tietoja – yhtiö arvioi aluksi määräksi jopa 100 000,1
Netárás á kerfi Brimborgar | Brimborg,1
Stadtverwaltung ist derzeit nur eingeschränkt erreichbar | Stadt Alzey,1
Cyber-Angriff nun auch auf VG Wörrstadt | Allgemeine Zeitung,1
Cyberangriff auf Teile der IT-Infrastruktur von Medgate,1
"Increasingly common, health care cyberattacks now even target patients with ransom",1
Investigation underway into cybersecurity breach at Hillsborough County schools,1
LogicMonitor customers hacked in reported ransomware attacks,1
Debenham High School IT system hit by cyber attack - BBC News,1
Highgate Wood School delays term by 6 days after cyber attack | This Is Local London,1
La Ville victime d'une cyberattaque - Actualités - betton.fr,1
"Carthage, Claxton-Hepburn hospitals target of cyber attack",1
Parents and cybersecurity experts weigh in as Carlisle School District investigates possible cyber attack | fox43.com,1
México | Caja Popular Mexicana sufrió ataque cibernético; fue un secuestro de datos | DPL News,1
GAM deals with Cyber attack cut off Internet | Jordan News | Ammon News,1
La CCI cyber-attaquée | Tribuca,1
"En lang række elevers oplysninger lækket, efter it-center nægtede at betale hackere - TV 2",1
Attacco informatico al Comitato Elettrotecnico Italiano: una intrusione abusiva mette fuori uso i sistemi,1
Enfrenta Semarnat hackeo en todos sus sistemas,1
"Data of 171,871 Deer Oaks Behavioral Health clients and employees dumped by ransomware group",1
Cyber attack hits Wokingham's Maiden Erlegh School | Reading Chronicle,1
Los hackers holandeses del ciberataque al Ayuntamiento de Sevilla piden hasta cinco millones de euros como rescate,1
Cyber attack at Financial Services Commission | News | Jamaica Gleaner,1
Cyberaanval op Thermae 2000: klanten gewaarschuwd - 1Limburg,1
Maidstone: Secondary school hit by cyber attack - BBC News,1
Hinds County computer system remains under ransomware attack,1
ORBCOMM ransomware attack causes trucking fleet management outage,1
Cyberattaque - point sur la situation,1
"Un groupe hospitalier touché par une cyberattaque à Strasbourg, le réseau informatique mis à l'arrêt - Numerama",1
Echtzeit-Anzeigen nicht möglich - Stadtwerke Bielefeld,1
Cyber attack reported in St. Louis County law enforcement,1
Ancora sotto attacco i siti web culturali di Roma Capitale: i pirati informatici chiedono 90 mila euro,1
Salzburger PR-Agentur wurde zum Opfer einer Cyberattacke | SN.at,1
"'Cybersecurity incident' disrupts Weather Network website, app services | Northern News",1
IFX Networks (also Netglobalis in Chile) is responding to an attack by Ransomware,1
Virginia school district open despite LockBit ransomware attack,1
"Public transport: Major cyber issue hits Auckland Transport’s Hop card system, indications are it’s a ransomware attack - NZ Herald",1
Royal HZPC Group zet stappen voorwaarts na cyberaanval,1
War crimes tribunal ICC says it has been hacked | Reuters,1
Frustran ataque cibernético contra Grupo Xcaret - Noticaribe Peninsular,1
Appliance supplier confirms delays due to cyber-attack - kbbreview,1
City of Pittsburg experiences cybersecurity incident | City of Pittsburg,1
La Genête. L’entreprise bressane Somagic victime d’une cyberattaque de grande ampleur,1
Un ataque cibernético a la compañía de boletos de la librería Anderson bloquea el sistema durante la venta para el evento de Rebecca Yarros en Naperville - Iglesia en Directo,1
Cyberangriff Hochschule Furtwangen: Hacker legen IT-Systeme der HFU lahm - Villingen-Schwenningen & Umgebung - Schwarzwälder Bote,1
Air Canada - News Releases,1
La Fondation de France victime d’une cyberattaque,1
Wacoal hit by cyber attack,1
Cyberangriff: Duale Hochschule findet Schadsoftware | SÜDKURIER,1
"East River Medical Imaging Cyberattack Affects 606,000 Patients",1
消委會黑客入侵｜員工客戶資料7小時予取予攜 消委會：不交贖金,1
La ville de Morlaix victime d’une attaque informatique par rançongiciel | Le Télégramme,1
Cyberangriff in Villach: Daten durch Trojaner verschlüsselt,1
PhilHealth paralyzed by Medusa ransomware attack,1
Bermuda government hit by cyber attack | News | Jamaica Star,1
Maries County Courthouse under cyber attack for past few days | KRCG,1
Did a ransomware attack take down KITV4 Island News?,1
New Mexico insurance agency faces cyber attack,1
UFMS sofre ataque cibernético e estudantes ficam sem acesso ao sistema - Educação e Tecnologia - Campo Grande News,1
Ransomware attack impacts 21 Pinal County school districts,1
"BREAKING: Potential ransomware attack causes campus-wide system outage, switch to remote learning - The Ticker",1
Italtel Subisce un Attacco Informatico: Cosa Sappiamo Finora,1
California city warns of data breach after ransomware attack claims,1
"Les dessous de la cyberattaque contre Akadem, le site du Fonds social juif unifié",1
"La cristallerie Baccarat victime d'une cyberattaque, l'activité réduite",1
ANA retoma sistemas gradualmente após ataque cibernético - Agência Nacional de Águas e Saneamento Básico (ANA),1
"Cyberattack on Gondomar town hall ""largest on public institution in Portugal"" - Portugal Resident",1
Univerzitu obrany napadli hackeři. Unikla data pracovníků a vyučujících včetně finančních výkazů | iROZHLAS - spolehlivé zprávy,1
Building automation giant Johnson Controls hit by ransomware attack,1
SEC Filing,1
Update - Mt. Graham Regional Medical Center,1
PCSD network hacked; FBI investigating,1
Cybersecurity attack steals Rock County Human Services info,1
Lyca Mobile UK Confirm Cyber Attack Responsible for Disruption - ISPreview UK,1
Estes Express victim of cyberattack | Commercial Carrier Journal,1
Cyberangriff auf Karlsruhes Hochschule: Für Studis ging der Unterricht am Mittwoch trotzdem weiter,1
"Attacco hacker alla Provincia di Cosenza, i pirati chiedono un riscatto",1
Cyberkriminelle legen Degenia-IT lahm,1
The First Judicial Circuit of Florida dealing with significant infosecurity incident,1
"Call-A-Ride service should be back to normal Wednesday, Metro says | FOX 2",1
Hochsauerlandenergie: Service funktioniert wieder - Radio Sauerland,1
Ramt af cyberangreb: 50 kommuner ramt - Ekstra Bladet,1
Personal information accessed in CCSD cybersecurity incident,1
Hackerangriff auf Uniklinik in Frankfurt: Vom Internet getrennt,1
Les hôpitaux de Vittel et Neufchâteau victimes d'une cyberattaque - France Bleu,1
Volex - Regulatory News,1
"DLSU hit by cyberattack, shifts some classes online - Technobaboy",1
Kwik Trip says ‘network incident’ causing disruptions at stores,1
TSTT on ransomware attack: Hackers tried but failed - Trinidad and Tobago Newsday,1
"Simpson Manufacturing says it was hit by a cyber attack on Tuesday, is working to investigate | Morningstar",1
Downtime and Maintenance Update - Admin Announcements - Pride of Nottingham (Notts County Community),1
Une cyberattaque vise le Cofrac,1
Akumin Service Disrupted By Cyberattack - MarketWatch,1
Le service départemental d’incendie et de secours des Pyrénées-Atlantiques victime de cyberattaque | Actu Béarn,1
Cyberaanval op Oudenburgs bouwbedrijf Verhelst | Focus en WTV,1
Hunderte Mitarbeitende seit fünf Wochen offline: Cyberangriff legt Berlins Naturkundemuseum lahm,1
Henry Schein Inc. comes under cyberattack - Newsday,1
"Kansas courts to operate on paper for at least 2 weeks, judge sa - KAKE",1
HAHV’s Kingston hospital diverts patients for two days without an announcement - Hudson Valley One,1
Cyberattack hits 2 New York hospitals forces ambulance diversions - The Week,1
American Family Insurance confirms cyberattack is behind IT outages,1
Cyber incident shuts down Otsego Memorial Hospital computers | Local News | record-eagle.com,1
IT-Systeme heruntergefahren: Cyberangriff auf Psychiatrie Baselland | Basler Zeitung,1
Patriotisk Selskab ramt af cyberangreb | LandbrugsAvisen,1
HK Ballet website in ransomware attack | The Standard,1
"Attacco hacker alla Provincia, intervenuto subito team cybersecurity",1
Russian hackers attack Harlingen Police Department | MyRGV.com,1
"La Real Sociedad, victime d'une cyber-attaque",1
"Cyber attacks hit NY state casino operation, two Hudson Valley hospitals",1
Hopewell Area School District ransomware attack impacts network,1
Greensboro cyber attack takes down some Cabarrus Register of Deeds services,1
County IT department investigates security breach,1
Cabo Verde Telecom takes security measures after cyber attack,1
"WESTbahn: Cybervorfall in den IT-Systemen - Fahrbetrieb nicht betroffen | WESTbahn Management GmbH, 25.10.2023",1
Bad Kissingen: Cyber-Kriminelle greifen Deegenbergklinik an und fordern Lösegeld,1
"Dallas County, Tx, systems targeted in October cyber attack | Fort Worth Star-Telegram",1
Museum für Naturkunde Berlin von Cyberangriff betroffen | Museum für Naturkunde,1
Orange County DA's Office Targeted by Cyberattack - MyNewsLA.com,1
Orion Library Tackles Malware Attack - Oakland County Times,1
Clark County investigating suspicious activity on countywide network | Clark County,1
"Aude : le bailleur social Habitat Audois visé par une cyberattaque, retour à la normal progressif - lindependant.fr",1
"5 southwestern Ontario hospitals hit by cyberattack, patient appointments to be rescheduled | CBC News",1
Ataque cibernético apaga dados da Prefeitura de Araguari e de mais nove municípios - Últimas Notícias,1
"Attacco hacker all'azienda ospedaliera di Verona, ""non andate se non avete urgenze"": sistemi in tilt",1
"Manche : l'EHPAD de Marigny-le-Lozon victime d'une cyberattaque, des données des résidents dévoilées - France Bleu",1
Chilean telecom giant GTD hit by the Rorschach ransomware gang,1
Detroit-Area District Cancels Classes Due to Cyber Incident,1
Ataque Cibernético: Prefeitura de Fabriciano afirma que não houve vazamentos de dados | Rádio Itatiaia,1
California community college Río Hondo dealing with cybersecurity incident,1
SWRHA denies paying US$7m to hackers - Trinidad and Tobago Newsday,1
